"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"652",371778,371778,459801,1951,NA,2,1,0,1,NA,NA,NA,1390,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2530,"La France","","Dr","","","2530 La France Dr","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.343351,-119.031772,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,67930,NA,NA,NA,NA,2016-08-10,90000,"","",NA,NA,NA
"653",371779,371779,459802,1955,NA,3,2.5,1,2,NA,NA,NA,1914,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2517,"Radiance","","Dr","","","2517 Radiance Dr","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.341928,-119.031025,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,73472,NA,NA,NA,NA,2016-09-02,120000,"","",NA,NA,NA
"654",371780,371780,459803,1955,NA,2,1,0,1,NA,NA,NA,1090,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2610,"Radiance","","Dr","","","2610 Radiance Dr","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.342422,-119.033154,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,42926,NA,NA,NA,NA,2016-04-15,135500,"","",NA,NA,NA
"655",371781,371781,459804,1979,NA,4,3,0,3,NA,NA,NA,2517,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2704,"Radiance","","Dr","","","2704 Radiance Dr","Bakersfield","CA",93304,"","Residential","SingleFamily","",35.342445,-119.033757,NA,NA,12000,0.2755,"",NA,NA,NA,"",NA,NA,184366,NA,NA,NA,NA,2016-05-27,229000,"","",NA,NA,NA
"657",371890,371890,459917,1981,NA,3,2,0,2,NA,NA,NA,1768,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",14606,"Goodwin","","Ave","","","14606 Goodwin Ave","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.371409,-119.164761,NA,NA,24480,0.562,"",NA,NA,NA,"",NA,NA,182892,NA,NA,NA,NA,2016-09-15,315000,"","",NA,NA,NA
"660",371893,371893,459920,1992,NA,3,2,0,2,NA,NA,NA,1949,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",14501,"Palm","","Ave","","","14501 Palm Ave","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.37597,-119.163647,NA,NA,10898,0.2502,"",NA,NA,NA,"",NA,NA,285000,NA,NA,NA,NA,2016-01-27,197000,"","",NA,NA,NA
"661",371894,371894,459921,1990,NA,3,2,0,2,NA,NA,NA,1918,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1800,"Blossom Crest","","St","","","1800 Blossom Crest St","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.375134,-119.163697,NA,NA,11000,0.2525,"",NA,NA,NA,"",NA,NA,304000,NA,NA,NA,NA,2016-07-20,320000,"","",NA,NA,NA
"662",371895,371895,459922,1991,NA,4,NA,NA,NA,NA,NA,NA,2364,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",14517,"Orchard Crest","","Ave","","","14517 Orchard Crest Ave","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.37352,-119.164389,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,283183,NA,NA,NA,NA,2016-06-15,369000,"","",NA,NA,NA
"664",371897,371897,459924,1991,NA,4,NA,NA,NA,NA,NA,NA,2351,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",14600,"Orchard Crest","","Ave","","","14600 Orchard Crest Ave","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.374018,-119.164757,NA,NA,10890,0.25,"",NA,NA,NA,"",NA,NA,354000,NA,NA,NA,NA,2016-08-12,345000,"","",NA,NA,NA
"666",371899,371899,459926,1993,NA,4,2,0,2,NA,NA,NA,2263,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",14808,"Shaker Crest","","Pl","","","14808 Shaker Crest Pl","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.37485,-119.167493,NA,NA,13939,0.32,"",NA,NA,NA,"",NA,NA,301657,NA,NA,NA,NA,2016-07-11,358000,"","",NA,NA,NA
"667",371900,371900,459927,1998,NA,3,2,0,2,NA,NA,NA,1847,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1512,"Pollen Crest","","Ct","","","1512 Pollen Crest Ct","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.372928,-119.164857,NA,NA,12641,0.2902,"",NA,NA,NA,"",NA,NA,225543,NA,NA,NA,NA,2016-05-10,275000,"","",NA,NA,NA
"668",371901,371901,459928,1995,NA,4,NA,NA,NA,NA,NA,NA,2504,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1513,"Pollen Crest","","Ct","","","1513 Pollen Crest Ct","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.372942,-119.165268,NA,NA,14222,0.3265,"",NA,NA,NA,"",NA,NA,368852,NA,NA,NA,NA,2016-05-23,380000,"","",NA,NA,NA
"670",371903,371903,459930,1994,NA,4,2,0,2,NA,NA,NA,2058,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1513,"Leaf Crest","","Ln","","","1513 Leaf Crest Ln","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.372959,-119.166421,NA,NA,13068,0.3,"",NA,NA,NA,"",NA,NA,205043,NA,NA,NA,NA,2016-07-21,338500,"","",NA,NA,NA
"671",371904,371904,459931,1994,NA,3,3,0,3,NA,NA,NA,2685,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1506,"Branch Crest","","Ct","","","1506 Branch Crest Ct","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.372707,-119.166877,NA,NA,10890,0.25,"",NA,NA,NA,"",NA,NA,367000,NA,NA,NA,NA,2016-06-14,315000,"","",NA,NA,NA
"672",371905,371905,459932,1996,NA,3,2,0,2,NA,NA,NA,2655,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",15417,"Belle Rae","","Ct","","","15417 Belle Rae Ct","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.380042,-119.173915,NA,NA,11325,0.26,"",NA,NA,NA,"",NA,NA,373981,NA,NA,NA,NA,2016-04-19,405000,"","",NA,NA,NA
"673",371906,371906,459933,2000,NA,4,2,0,2,NA,NA,NA,2265,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",15426,"Mooney","","Ave","","","15426 Mooney Ave","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.381484,-119.174197,NA,NA,12310,0.2826,"",NA,NA,NA,"",NA,NA,246981,NA,NA,NA,NA,2016-08-10,338000,"","",NA,NA,NA
"674",371907,371907,459934,1985,NA,4,2.5,1,2,NA,NA,NA,2653,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",13400,"San Simeon","","Ave","","","13400 San Simeon Ave","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.358615,-119.151457,NA,NA,26136,0.6,"",NA,NA,NA,"",NA,NA,328147,NA,NA,NA,NA,2016-03-30,324500,"","",NA,NA,NA
"675",371908,371908,459935,1992,NA,3,2,0,2,NA,NA,NA,1821,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",209,"Calle Bello","","","","","209 Calle Bello","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.35594,-119.159428,NA,NA,8633,0.1982,"",NA,NA,NA,"",NA,NA,194435,NA,NA,NA,NA,2016-08-18,265000,"","",NA,NA,NA
"676",371909,371909,459936,1992,NA,3,2,0,2,NA,NA,NA,1998,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",14009,"Las Entradas","","","","","14009 Las Entradas","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.355681,-119.157814,NA,NA,9583,0.22,"",NA,NA,NA,"",NA,NA,193042,NA,NA,NA,NA,2016-07-18,250000,"","",NA,NA,NA
"677",371910,371910,459937,1993,NA,4,2,0,2,NA,NA,NA,2199,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",13906,"Calle Rosales","","","","","13906 Calle Rosales","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.357043,-119.156569,NA,NA,9148,0.21,"",NA,NA,NA,"",NA,NA,243798,NA,NA,NA,NA,2016-08-11,282000,"","",NA,NA,NA
"678",371911,371911,459938,1993,NA,3,2,0,2,NA,NA,NA,1978,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",303,"Portola","","Ct","","","303 Portola Ct","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.356464,-119.155251,NA,NA,10454,0.24,"",NA,NA,NA,"",NA,NA,265105,NA,NA,NA,NA,2016-06-13,269000,"","",NA,NA,NA
"679",371912,371912,459939,1995,NA,3,2,0,2,NA,NA,NA,1842,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",306,"Portola","","Ct","","","306 Portola Ct","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.356612,-119.154694,NA,NA,10890,0.25,"",NA,NA,NA,"",NA,NA,239000,NA,NA,NA,NA,2016-04-21,219000,"","",NA,NA,NA
"681",371914,371914,459941,1995,NA,3,NA,NA,NA,NA,NA,NA,1864,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",14314,"Contento","","Via","","","14314 Via Contento","Bakersfield","CA",93314,"","Residential","SingleFamily","",35.358835,-119.161441,NA,NA,20473,0.47,"",NA,NA,NA,"",NA,NA,250036,NA,NA,NA,NA,2016-06-17,285000,"","",NA,NA,NA
"685",378356,378356,466570,1966,NA,2,1,0,1,NA,NA,NA,2194,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1802,"Cherry","","St","","","1802 Cherry St","Bakersfield","CA",93304,"","Residential","MultiFamily2To4","",35.364295,-119.022537,NA,NA,5286,0.1213,"",NA,NA,NA,"",NA,NA,125409,NA,NA,NA,NA,2016-05-02,1e+05,"","",NA,NA,NA
"686",378357,378357,466571,1926,NA,4,2,0,2,NA,NA,NA,1529,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1320,"1 2 chester","","Pl","","","1320 1/2 Chester Pl","Bakersfield","CA",93304,"","Residential","MultiFamily2To4","",35.360115,-119.017223,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,43819,NA,NA,NA,NA,2016-06-15,130000,"","",NA,NA,NA
"687",378358,378358,466572,1939,NA,0,NA,NA,NA,NA,NA,NA,1056,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",127,"P","","St","","","127 P St","Bakersfield","CA",93304,"","Residential","MultiFamily2To4","",35.356648,-119.012234,NA,NA,7718,0.1772,"",NA,NA,NA,"",NA,NA,80943,NA,NA,NA,NA,2016-01-08,121000,"","",NA,NA,NA
"688",378359,378359,466573,1910,NA,4,NA,NA,NA,NA,NA,NA,1432,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",811,"Quincy","","St","","","811 Quincy St","Bakersfield","CA",93305,"","Residential","MultiFamily2To4","",35.384389,-118.987961,NA,NA,7535,0.173,"",NA,NA,NA,"",NA,NA,80000,NA,NA,NA,NA,2016-03-29,130000,"","",NA,NA,NA
"690",378361,378361,466575,1910,NA,6,3,0,3,NA,NA,NA,2290,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",800,"Kentucky","","St","","","800 Kentucky St","Bakersfield","CA",93305,"","Residential","MultiFamily2To4","",35.378722,-118.990324,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,104586,NA,NA,NA,NA,2016-01-20,97000,"","",NA,NA,NA
"691",378362,378362,466576,1920,NA,3,2,0,2,NA,NA,NA,1706,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",525,"Butte","","St","","","525 Butte St","Bakersfield","CA",93305,"","Residential","MultiFamily2To4","",35.369735,-118.997871,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,66599,NA,NA,NA,NA,2016-02-04,105000,"","",NA,NA,NA
"692",378363,378363,466577,1983,NA,4,2,0,2,NA,NA,NA,1380,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1425,"9th","E","St","","","1425 E 9th St","Bakersfield","CA",93307,"","Residential","MultiFamily2To4","",35.36548,-118.986357,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,56836,NA,NA,NA,NA,2016-04-08,118000,"","",NA,NA,NA
"693",378364,378364,466578,1984,NA,4,2,0,2,NA,NA,NA,1580,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",116,"Northrup","","St","#","A","116 Northrup St # A","Bakersfield","CA",93307,"","Residential","MultiFamily2To4","",35.356201,-118.99,NA,NA,4792,0.11,"",NA,NA,NA,"",NA,NA,87000,NA,NA,NA,NA,2016-08-31,125000,"","",NA,NA,NA
"694",378365,378365,466579,1976,NA,4,2,0,2,NA,NA,NA,1600,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",114,"Northrup","","St","Apt","A","114 Northrup St APT A","Bakersfield","CA",93307,"","Residential","MultiFamily2To4","",35.356099,-118.990001,NA,NA,4791,0.11,"",NA,NA,NA,"",NA,NA,80356,NA,NA,NA,NA,2016-08-31,125000,"","",NA,NA,NA
"695",378366,378366,466580,1985,NA,4,2,0,2,NA,NA,NA,1536,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",313,"Northrup","","St","","","313 Northrup St","Bakersfield","CA",93307,"","Residential","MultiFamily2To4","",35.359958,-118.989373,NA,NA,6098,0.14,"",NA,NA,NA,"",NA,NA,84000,NA,NA,NA,NA,2016-05-13,130000,"","",NA,NA,NA
"696",378367,378367,466581,1983,NA,3,1,0,1,NA,NA,NA,1680,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",910,"Brown","S","St","","","910 S Brown St","Bakersfield","CA",93307,"","Residential","MultiFamily2To4","",35.366602,-118.983039,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,77110,NA,NA,NA,NA,2016-05-25,115000,"","",NA,NA,NA
"697",378368,378368,466582,1947,NA,2,1,0,1,NA,NA,NA,768,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1004,"El Tejon","","Ave","","","1004 El Tejon Ave","Bakersfield","CA",93308,"","Residential","MultiFamily2To4","",35.418312,-119.041671,NA,NA,5855,0.1344,"",NA,NA,NA,"",NA,NA,67000,NA,NA,NA,NA,2016-02-19,62000,"","",NA,NA,NA
"699",379306,379306,467543,1971,NA,4,2.5,1,2,NA,NA,NA,2480,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1180,"Fairway","","Dr","","","1180 Fairway Dr","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.343059,-119.080427,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,164992,NA,NA,NA,NA,2016-04-08,456000,"","",NA,NA,NA
"701",379308,379308,467545,1978,NA,2,NA,NA,NA,NA,NA,NA,1656,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2000,"Ashe","","Rd","Unit","14","2000 Ashe Rd UNIT 14","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.336238,-119.073631,NA,NA,2992,0.0687,"",NA,NA,NA,"",NA,NA,159238,NA,NA,NA,NA,2016-04-05,140000,"","",NA,NA,NA
"702",379309,379309,467546,1981,NA,3,2,0,2,NA,NA,NA,2441,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1700,"Ashe","","Rd","Unit","26","1700 Ashe Rd UNIT 26","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.338526,-119.073635,NA,NA,2992,0.0687,"",NA,NA,NA,"",NA,NA,215000,NA,NA,NA,NA,2016-05-26,214000,"","",NA,NA,NA
"703",379310,379310,467547,1979,NA,3,NA,NA,NA,NA,NA,NA,1443,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",2215,"Manning","","St","","","2215 Manning St","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.33438,-119.080813,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,132840,NA,NA,NA,NA,2016-03-31,185000,"","",NA,NA,NA
"704",379311,379311,467548,1977,NA,4,NA,NA,NA,NA,NA,NA,1931,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",6609,"Caswell","","Ave","","","6609 Caswell Ave","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.335082,-119.076126,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,154569,NA,NA,NA,NA,2016-01-22,220000,"","",NA,NA,NA
"705",379312,379312,467549,1977,NA,4,2,0,2,NA,NA,NA,1796,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",6909,"Caswell","","Ave","","","6909 Caswell Ave","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.335825,-119.079269,NA,NA,9726,0.2233,"",NA,NA,NA,"",NA,NA,134786,NA,NA,NA,NA,2016-06-28,198000,"","",NA,NA,NA
"706",379313,379313,467550,1976,NA,3,NA,NA,NA,NA,NA,NA,1909,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",6604,"Hornitos","","Ct","","","6604 Hornitos Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.337903,-119.076157,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,107952,NA,NA,NA,NA,2016-05-10,229000,"","",NA,NA,NA
"707",379314,379314,467551,1978,NA,4,3,0,3,NA,NA,NA,2666,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7101,"Outingdale","","Dr","","","7101 Outingdale Dr","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.342323,-119.081267,NA,NA,12632,0.29,"",NA,NA,NA,"",NA,NA,247970,NA,NA,NA,NA,2016-03-04,275000,"","",NA,NA,NA
"708",379315,379315,467552,1977,NA,3,2.5,1,2,NA,NA,NA,1985,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",6707,"Bridgeport","","Ln","","","6707 Bridgeport Ln","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.338535,-119.077337,NA,NA,8712,0.2,"",NA,NA,NA,"",NA,NA,122469,NA,NA,NA,NA,2016-05-09,239000,"","",NA,NA,NA
"710",379317,379317,467554,1978,NA,4,3,0,3,NA,NA,NA,2060,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7208,"Outingdale","","Dr","","","7208 Outingdale Dr","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.341329,-119.082779,NA,NA,10890,0.25,"",NA,NA,NA,"",NA,NA,182581,NA,NA,NA,NA,2016-02-29,250000,"","",NA,NA,NA
"711",379318,379318,467555,1978,NA,4,2.5,1,2,NA,NA,NA,2731,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1400,"Sutter","","Ln","","","1400 Sutter Ln","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.341659,-119.081678,NA,NA,12675,0.291,"",NA,NA,NA,"",NA,NA,280902,NA,NA,NA,NA,2016-08-19,305000,"","",NA,NA,NA
"714",379321,379321,467558,1978,NA,3,3,0,3,NA,NA,NA,1671,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",6909,"Altaville","","Ln","","","6909 Altaville Ln","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.337261,-119.081122,NA,NA,9649,0.2215,"",NA,NA,NA,"",NA,NA,176790,NA,NA,NA,NA,2016-03-29,190000,"","",NA,NA,NA
"715",379322,379322,467559,1978,NA,3,2,0,2,NA,NA,NA,1724,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",1601,"Chinquapin","","Ct","","","1601 Chinquapin Ct","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.34003,-119.082591,NA,NA,9583,0.22,"",NA,NA,NA,"",NA,NA,166000,NA,NA,NA,NA,2016-06-10,232000,"","",NA,NA,NA
"716",379323,379323,467560,1978,NA,3,9,0,9,NA,NA,NA,1696,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",6909,"School House","","Ln","","","6909 School House Ln","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.340336,-119.079513,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,136261,NA,NA,NA,NA,2016-02-11,235000,"","",NA,NA,NA
"717",379324,379324,467561,1979,NA,3,3,0,3,NA,NA,NA,2301,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",7801,"Calle Espada","","","","","7801 Calle Espada","Bakersfield","CA",93309,"","Residential","SingleFamily","",35.347381,-119.089355,NA,NA,12327,0.283,"",NA,NA,NA,"",NA,NA,356992,NA,NA,NA,NA,2016-10-07,440000,"","",NA,NA,NA
"718",387733,387733,476299,2004,NA,4,2,0,2,NA,NA,NA,2192,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11109,"Chappellet","","Ct","","","11109 Chappellet Ct","Bakersfield","CA",93312,"","Residential","SingleFamily","",35.41428,-119.126299,NA,NA,7700,0.1768,"",NA,NA,NA,"",NA,NA,214245,NA,NA,NA,NA,2016-06-27,275000,"","",NA,NA,NA
"719",387734,387734,476300,2005,NA,4,2.5,1,2,NA,NA,NA,2192,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11100,"Lewelling","","St","","","11100 Lewelling St","Bakersfield","CA",93312,"","Residential","SingleFamily","",35.413212,-119.126036,NA,NA,7614,0.1748,"",NA,NA,NA,"",NA,NA,219470,NA,NA,NA,NA,2016-01-05,265000,"","",NA,NA,NA
"720",387735,387735,476301,2004,NA,4,2.5,1,2,NA,NA,NA,2330,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",12002,"Novara","","Ave","","","12002 Novara Ave","Bakersfield","CA",93312,"","Residential","SingleFamily","",35.426377,-119.135262,NA,NA,12523,0.2875,"",NA,NA,NA,"",NA,NA,282000,NA,NA,NA,NA,2016-08-31,308000,"","",NA,NA,NA
"722",387737,387737,476303,2004,NA,5,2.5,1,2,NA,NA,NA,2675,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11906,"Mezzadro","","Ave","","","11906 Mezzadro Ave","Bakersfield","CA",93312,"","Residential","SingleFamily","",35.425495,-119.134377,NA,NA,9583,0.22,"",NA,NA,NA,"",NA,NA,285000,NA,NA,NA,NA,2016-05-04,282500,"","",NA,NA,NA
"723",387738,387738,476304,2004,NA,5,2,0,2,NA,NA,NA,1887,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",12300,"Lavina","","Ave","","","12300 Lavina Ave","Bakersfield","CA",93312,"","Residential","SingleFamily","",35.416791,-119.139205,NA,NA,8462,0.1943,"",NA,NA,NA,"",NA,NA,272333,NA,NA,NA,NA,2016-06-01,252500,"","",NA,NA,NA
"725",387740,387740,476306,2004,NA,4,2,0,2,NA,NA,NA,2086,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11709,"Montague","","Ave","","","11709 Montague Ave","Bakersfield","CA",93312,"","Residential","SingleFamily","",35.422577,-119.132794,NA,NA,7841,0.18,"",NA,NA,NA,"",NA,NA,224877,NA,NA,NA,NA,2016-06-13,185000,"","",NA,NA,NA
"727",387742,387742,476308,2004,NA,3,2,0,2,NA,NA,NA,1521,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11122,"Edna Valley","","St","","","11122 Edna Valley St","Bakersfield","CA",93312,"","Residential","SingleFamily","",35.416998,-119.126793,NA,NA,6534,0.15,"",NA,NA,NA,"",NA,NA,191362,NA,NA,NA,NA,2016-03-31,240000,"","",NA,NA,NA
"729",387744,387744,476310,2003,NA,4,2,0,2,NA,NA,NA,2394,NA,NA,"","","",NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"","",11519,"Valletta","","Ave","","","11519 Valletta Ave","Bakersfield","CA",93312,"","Residential","SingleFamily","",35.424146,-119.13113,NA,NA,10018,0.23,"",NA,NA,NA,"",NA,NA,252284,NA,NA,NA,NA,2016-06-08,280000,"","",NA,NA,NA
