"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"2331",226338,226338,308240,1961,NA,1,2,0,2,1,15,5,11317,NA,NA,"","Frame/masonry","Central",NA,"Multi Family","","Average","Steel",NA,"","",NA,"Carport","Hot Air",NA,NA,"Off Street","Indoor","Average",NA,NA,"Available","Gas","Public","Public",2043,"Sul Ross","","St","","","2043 Sul Ross St","Houston","TX",77098,"","Residential","Condominium (residential)","056-122-000-0004",29.73741,-95.40976,NA,NA,12500,0.287,"",NA,NA,NA,"",812500,342299,1154799,NA,30720,2015,NA,2016-08-08,2172500,"Grant Deed","BROUSSARD WILLIAM R",NA,NA,NA
"2358",242147,242147,324842,2008,NA,3,2,0,2,NA,NA,NA,1991,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",12911,"Hawthorne Shores","","Dr","","","12911 Hawthorne Shores Dr","Houston","TX",77044,"","Residential","SingleFamily","",29.956481,-95.178198,NA,NA,6830,0.1568,"",NA,NA,NA,"",NA,NA,170472,NA,NA,NA,NA,2016-09-15,187000,"","",NA,NA,NA
"2386",252135,252135,335237,1965,NA,4,2,0,2,NA,NA,NA,1745,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11222,"Sagehill","","Dr","","","11222 Sagehill Dr","Houston","TX",77089,"","Residential","SingleFamily","",29.592038,-95.220529,NA,NA,7480,0.1717,"",NA,NA,NA,"",NA,NA,124926,NA,NA,NA,NA,2016-06-16,150000,"","",NA,NA,NA
"2394",252143,252143,335245,1971,NA,2,2,0,2,NA,NA,NA,1919,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11018,"Sagevale","","Ln","","","11018 Sagevale Ln","Houston","TX",77089,"","Residential","SingleFamily","",29.590118,-95.228381,NA,NA,7466,0.1714,"",NA,NA,NA,"",NA,NA,136813,NA,NA,NA,NA,2016-02-23,148000,"","",NA,NA,NA
"2399",252148,252148,335250,1971,NA,3,2,0,2,NA,NA,NA,1801,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",11223,"Sageburrow","","Dr","","","11223 Sageburrow Dr","Houston","TX",77089,"","Residential","SingleFamily","",29.58644,-95.226895,NA,NA,10454,0.24,"",NA,NA,NA,"",NA,NA,114841,NA,NA,NA,NA,2016-01-25,155000,"","",NA,NA,NA
"2402",252151,252151,335253,1970,NA,4,2,0,2,NA,NA,NA,1927,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",10822,"Sageburrow","","Dr","","","10822 Sageburrow Dr","Houston","TX",77089,"","Residential","SingleFamily","",29.591073,-95.232141,NA,NA,7148,0.1641,"",NA,NA,NA,"",NA,NA,126106,NA,NA,NA,NA,2016-05-02,129000,"","",NA,NA,NA
"2447",252675,252675,335825,1935,NA,3,1,0,1,NA,NA,NA,1008,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4832,"Sayers","","St","","","4832 Sayers St","Houston","TX",77026,"","Residential","SingleFamily","",29.805147,-95.331292,NA,NA,5000,0.1148,"",NA,NA,NA,"",NA,NA,50600,NA,NA,NA,NA,2016-03-15,81200,"","",NA,NA,NA
"2462",252792,252792,335947,1950,NA,2,1,0,1,NA,NA,NA,1115,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",6731,"Foster","","St","","","6731 Foster St","Houston","TX",77021,"","Residential","SingleFamily","",29.690427,-95.35467,NA,NA,5148,0.1182,"",NA,NA,NA,"",NA,NA,17052,NA,NA,NA,NA,2016-04-15,43500,"","",NA,NA,NA
"2559",253069,253069,336232,1940,NA,3,2,0,2,NA,NA,NA,1518,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1164,"Calles","","St","","","1164 Calles St","Houston","TX",77020,"","Residential","SingleFamily","",29.769328,-95.317522,NA,NA,12601,0.2893,"",NA,NA,NA,"",NA,NA,65301,NA,NA,NA,NA,2016-09-12,97000,"","",NA,NA,NA
"2590",264231,264231,347833,1959,NA,3,2,0,2,NA,NA,NA,1816,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",8706,"Glenloch","","Dr","","","8706 Glenloch Dr","Houston","TX",77061,"","Residential","SingleFamily","",29.662823,-95.281555,NA,NA,7278,0.1671,"",NA,NA,NA,"",NA,NA,112183,NA,NA,NA,NA,2016-06-16,148000,"","",NA,NA,NA
"2601",266343,266343,350013,1980,NA,3,2,0,2,NA,NA,NA,1236,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",6317,"Peacock Hills","","Dr","","","6317 Peacock Hills Dr","Houston","TX",77035,"","Residential","Townhouse","",29.645785,-95.501183,NA,NA,1131,0.026,"",NA,NA,NA,"",NA,NA,43274,NA,NA,NA,NA,2016-07-12,55000,"","",NA,NA,NA
"2625",266499,266499,350179,2008,NA,3,3,0,3,NA,NA,NA,1770,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4514,"Floyd","","St","Unit","A","4514 Floyd St UNIT A","Houston","TX",77007,"","Residential","SingleFamily","",29.768501,-95.406789,NA,NA,2391,0.0549,"",NA,NA,NA,"",NA,NA,383000,NA,NA,NA,NA,2016-05-26,380000,"","",NA,NA,NA
"2641",266515,266515,350195,2004,NA,2,3,0,3,NA,NA,NA,2320,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",503,"Parker","","St","","","503 Parker St","Houston","TX",77007,"","Residential","SingleFamily","",29.767075,-95.408627,NA,NA,1643,0.0377,"",NA,NA,NA,"",NA,NA,437217,NA,NA,NA,NA,2016-05-31,362000,"","",NA,NA,NA
"2643",266517,266517,350197,2004,NA,3,2.5,1,2,NA,NA,NA,2140,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4514,"Center","","St","Unit","B","4514 Center St UNIT B","Houston","TX",77007,"","Residential","SingleFamily","",29.771447,-95.40681,NA,NA,1550,0.0356,"",NA,NA,NA,"",NA,NA,405213,NA,NA,NA,NA,2016-06-22,330000,"","",NA,NA,NA
"2657",266557,266557,350237,1997,NA,2,2.5,1,2,NA,NA,NA,2096,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",5425,"Lacy","","St","","","5425 Lacy St","Houston","TX",77007,"","Residential","SingleFamily","",29.764187,-95.417488,NA,NA,2500,0.0574,"",NA,NA,NA,"",NA,NA,400500,NA,NA,NA,NA,2016-06-15,380000,"","",NA,NA,NA
"2688",266681,266681,350364,2014,NA,3,4,0,4,NA,NA,NA,2938,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",3935,"Law","","","","","3935 Law","Houston","TX",77005,"","Residential","Townhouse","",29.724204,-95.440121,NA,NA,1552,0.0356,"",NA,NA,NA,"",NA,NA,387486,NA,NA,NA,NA,2016-04-07,5e+05,"","",NA,NA,NA
"2689",266682,266682,350365,2015,NA,3,3.5,1,3,NA,NA,NA,2833,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",3925,"Law","","","","","3925 Law","Houston","TX",77005,"","Residential","Townhouse","",29.724128,-95.439977,NA,NA,1799,0.0413,"",NA,NA,NA,"",NA,NA,416354,NA,NA,NA,NA,2016-07-05,476700,"","",NA,NA,NA
"2706",266743,266743,350428,2010,NA,3,3,0,3,NA,NA,NA,2428,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1302,"Paige","","St","","","1302 Paige St","Houston","TX",77003,"","Residential","Condominium","",29.744843,-95.351033,NA,NA,2304,0.0529,"",NA,NA,NA,"",NA,NA,390000,NA,NA,NA,NA,2016-08-29,340000,"","",NA,NA,NA
"2726",267131,267131,350825,1955,NA,3,2,0,2,NA,NA,NA,2119,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",2018,"Suffolk","","Dr","","","2018 Suffolk Dr","Houston","TX",77027,"","Residential","SingleFamily","",29.74568,-95.447916,NA,NA,8400,0.1928,"",NA,NA,NA,"",NA,NA,624296,NA,NA,NA,NA,2016-04-21,699000,"","",NA,NA,NA
"2744",271265,271265,355123,1956,NA,3,1,0,1,NA,NA,NA,1287,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",8650,"Othello","","St","","","8650 Othello St","Houston","TX",77029,"","Residential","SingleFamily","",29.760826,-95.270232,NA,NA,7213,0.1656,"",NA,NA,NA,"",NA,NA,49029,NA,NA,NA,NA,2016-08-19,60000,"","",NA,NA,NA
"2753",272109,272109,355989,2003,NA,3,3.5,1,3,NA,NA,NA,2714,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",403,"Reinerman","","St","","","403 Reinerman St","Houston","TX",77007,"","Residential","SingleFamily","",29.766242,-95.41358,NA,NA,2500,0.0574,"",NA,NA,NA,"",NA,NA,530277,NA,NA,NA,NA,2016-07-25,550000,"","",NA,NA,NA
"2759",272115,272115,355995,1999,NA,3,2,0,2,NA,NA,NA,1964,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",680,"Lester","","St","","","680 Lester St","Houston","TX",77007,"","Residential","SingleFamily","",29.768559,-95.415027,NA,NA,1420,0.0326,"",NA,NA,NA,"",NA,NA,346233,NA,NA,NA,NA,2016-02-25,345000,"","",NA,NA,NA
"2763",272119,272119,355999,1999,NA,3,2.5,1,2,NA,NA,NA,2456,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",5306,"Blossom","","St","","","5306 Blossom St","Houston","TX",77007,"","Residential","SingleFamily","",29.767732,-95.415695,NA,NA,1955,0.0449,"",NA,NA,NA,"",NA,NA,410129,NA,NA,NA,NA,2016-06-23,410000,"","",NA,NA,NA
"2775",285556,285556,369886,1982,3,2,2,0,2,2,148,1,1225,NA,NA,"Townhouse","Brick Veneer","Central",NA,"Condo Apartment","","Average","",1,"Type Unknown","Slab",NA,"","Central",NA,NA,"On & Off Street","","Low",NA,NA,"Underground Wires","","Public","Public",11201,"Lynbrook","","Dr","","","11201 Lynbrook Dr","Houston","TX",77042,"","Residential","Condominium (residential)","115-341-032-0002",29.75202,-95.5762,NA,NA,96156,2.2074,"",NA,NA,NA,"",10673,45500,56173,NA,1444,2015,NA,2016-07-20,78400,"Grant Deed","MBM & PLP ENTS INC",NA,NA,NA
"2783",285564,285564,369894,1976,NA,3,2.5,1,2,NA,NA,NA,1848,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",14399,"Misty Meadow","","Ln","","","14399 Misty Meadow Ln","Houston","TX",77079,"","Residential","Condominium","",29.779404,-95.59908,NA,NA,1285,0.0295,"",NA,NA,NA,"",NA,NA,172645,NA,NA,NA,NA,2016-06-17,183000,"","",NA,NA,NA
"2830",286822,286822,371194,1989,NA,4,3,0,3,NA,NA,NA,2864,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4111,"Swarthmore","","St","","","4111 Swarthmore St","Houston","TX",77005,"","Residential","SingleFamily","",29.713649,-95.443428,NA,NA,5000,0.1148,"",NA,NA,NA,"",NA,NA,970581,NA,NA,NA,NA,2016-09-09,1085000,"","",NA,NA,NA
"2857",287525,287525,371909,1976,NA,3,3.5,1,3,NA,NA,NA,3460,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1011,"Glacier Hill","","Dr","","","1011 Glacier Hill Dr","Houston","TX",77077,"","Residential","SingleFamily","",29.768591,-95.635332,NA,NA,10981,0.2521,"",NA,NA,NA,"",NA,NA,343655,NA,NA,NA,NA,2016-05-17,589000,"","",NA,NA,NA
"2858",287526,287526,371910,1978,NA,3,2.5,1,2,NA,NA,NA,2506,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1014,"Coachlight","","Dr","","","1014 Coachlight Dr","Houston","TX",77077,"","Residential","SingleFamily","",29.769174,-95.633038,NA,NA,8154,0.1872,"",NA,NA,NA,"",NA,NA,348001,NA,NA,NA,NA,2016-06-07,360000,"","",NA,NA,NA
"2885",291474,291474,376015,1999,NA,4,4.5,1,4,NA,NA,NA,4393,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1916,"Albans","","Rd","","","1916 Albans Rd","Houston","TX",77005,"","Residential","SingleFamily","",29.724191,-95.405883,NA,NA,5998,0.1377,"",NA,NA,NA,"",NA,NA,1831206,NA,NA,NA,NA,2016-05-04,1610000,"","",NA,NA,NA
"2938",309632,309632,394974,1966,NA,3,2,0,2,NA,NA,NA,2158,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",15431,"Willowwind","W","Cir","","","15431 W Willowwind Cir","Houston","TX",77071,"","Residential","SingleFamily","",29.639984,-95.520345,NA,NA,7474,0.1716,"",NA,NA,NA,"",NA,NA,120504,NA,NA,NA,NA,2016-04-15,229000,"","",NA,NA,NA
"2948",309642,309642,394984,1977,NA,3,2,0,2,NA,NA,NA,1705,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7923,"Southmeadow","","Dr","","","7923 Southmeadow Dr","Houston","TX",77071,"","Residential","SingleFamily","",29.646943,-95.516513,NA,NA,6899,0.1584,"",NA,NA,NA,"",NA,NA,93000,NA,NA,NA,NA,2016-06-21,140000,"","",NA,NA,NA
"2951",309645,309645,394987,1978,NA,4,2,0,2,NA,NA,NA,3141,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",12338,"Split Rail","","Ln","","","12338 Split Rail Ln","Houston","TX",77071,"","Residential","SingleFamily","",29.642569,-95.511898,NA,NA,7455,0.1711,"",NA,NA,NA,"",NA,NA,127915,NA,NA,NA,NA,2016-02-22,135000,"","",NA,NA,NA
"2953",309647,309647,394989,1978,NA,4,3,0,3,NA,NA,NA,3033,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",12338,"Braesridge","","Dr","","","12338 Braesridge Dr","Houston","TX",77071,"","Residential","SingleFamily","",29.642596,-95.5102,NA,NA,7244,0.1663,"",NA,NA,NA,"",NA,NA,137300,NA,NA,NA,NA,2016-04-27,160000,"","",NA,NA,NA
"2983",319505,319505,405273,1960,NA,4,2.5,1,2,NA,NA,NA,2265,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",8215,"Braes Meadow","","Dr","","","8215 Braes Meadow Dr","Houston","TX",77071,"","Residential","SingleFamily","",29.667892,-95.523007,NA,NA,8799,0.202,"",NA,NA,NA,"",NA,NA,220000,NA,NA,NA,NA,2016-07-15,275000,"","",NA,NA,NA
"2989",319511,319511,405279,1970,NA,4,2.5,1,2,NA,NA,NA,2510,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7627,"Del Rey","","Ln","","","7627 Del Rey Ln","Houston","TX",77071,"","Residential","SingleFamily","",29.670575,-95.511907,NA,NA,9600,0.2204,"",NA,NA,NA,"",NA,NA,232655,NA,NA,NA,NA,2016-05-11,313500,"","",NA,NA,NA
"3009",320844,320844,406667,1984,NA,3,2,0,2,NA,NA,NA,1066,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",16219,"Samoa","","Way","","","16219 Samoa Way","Houston","TX",77053,"","Residential","SingleFamily","",29.592549,-95.474111,NA,NA,4525,0.1039,"",NA,NA,NA,"",NA,NA,61620,NA,NA,NA,NA,2016-02-17,85424,"","",NA,NA,NA
"3012",320847,320847,406670,1984,NA,3,2,0,2,NA,NA,NA,1306,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",16003,"Samoa","","Way","","","16003 Samoa Way","Houston","TX",77053,"","Residential","SingleFamily","",29.594652,-95.473071,NA,NA,8324,0.1911,"",NA,NA,NA,"",NA,NA,71890,NA,NA,NA,NA,2016-02-16,98090,"","",NA,NA,NA
"3022",322121,322121,407985,1953,NA,3,2,0,2,NA,NA,NA,1803,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",9349,"Rosstown","","Way","","","9349 Rosstown Way","Houston","TX",77080,"","Residential","SingleFamily","",29.800828,-95.52176,NA,NA,13651,0.3134,"",NA,NA,NA,"",NA,NA,275517,NA,NA,NA,NA,2016-07-19,280000,"","",NA,NA,NA
"3036",322135,322135,407999,1966,NA,4,2,0,2,NA,NA,NA,2059,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",9130,"Rangely","","Dr","","","9130 Rangely Dr","Houston","TX",77055,"","Residential","SingleFamily","",29.795439,-95.516189,NA,NA,13095,0.3006,"",NA,NA,NA,"",NA,NA,430000,NA,NA,NA,NA,2016-02-23,352000,"","",NA,NA,NA
"3055",327183,327183,413204,2007,NA,3,3.5,1,3,NA,NA,NA,2194,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4217,"Koehler","","St","","","4217 Koehler St","Houston","TX",77007,"","Residential","SingleFamily","",29.774081,-95.403625,NA,NA,1716,0.0394,"",NA,NA,NA,"",NA,NA,365785,NA,NA,NA,NA,2016-07-28,332500,"","",NA,NA,NA
"3056",327184,327184,413205,1920,NA,2,2,0,2,NA,NA,NA,1264,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",4307,"Blossom","","St","","","4307 Blossom St","Houston","TX",77007,"","Residential","SingleFamily","",29.76739,-95.403889,NA,NA,6250,0.1435,"",NA,NA,NA,"",NA,NA,364591,NA,NA,NA,NA,2016-07-08,575000,"","",NA,NA,NA
"3074",331735,331735,417935,1959,NA,3,2,0,2,NA,NA,NA,1696,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",9530,"Highmeadow","","Dr","","","9530 Highmeadow Dr","Houston","TX",77063,"","Residential","SingleFamily","",29.734254,-95.534428,NA,NA,8511,0.1954,"",NA,NA,NA,"",NA,NA,266377,NA,NA,NA,NA,2016-08-10,275000,"","",NA,NA,NA
"3082",331743,331743,417943,1964,NA,3,2,0,2,NA,NA,NA,1488,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",9635,"Richmond","","Ave","","","9635 Richmond Ave","Houston","TX",77063,"","Residential","SingleFamily","",29.727657,-95.53701,NA,NA,8751,0.2009,"",NA,NA,NA,"",NA,NA,170716,NA,NA,NA,NA,2016-06-13,170000,"","",NA,NA,NA
"3095",331756,331756,417956,1979,NA,2,2.5,1,2,NA,NA,NA,1436,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",3200,"Gessner","S","Rd","Apt","334","3200 S Gessner Rd APT 334","Houston","TX",77063,"","Residential","SingleFamily","",29.730881,-95.540347,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,109675,NA,NA,NA,NA,2016-05-20,116000,"","",NA,NA,NA
"3106",337095,337095,423549,2000,NA,3,3.5,1,3,NA,NA,NA,1992,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",5110,"Maxie","","St","","","5110 Maxie St","Houston","TX",77007,"","Residential","SingleFamily","",29.774199,-95.412924,NA,NA,1298,0.0298,"",NA,NA,NA,"",NA,NA,318718,NA,NA,NA,NA,2016-05-12,349000,"","",NA,NA,NA
"3113",337102,337102,423556,2005,NA,2,2,0,2,NA,NA,NA,1663,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1324,"Studer","","St","","","1324 Studer St","Houston","TX",77007,"","Residential","SingleFamily","",29.772909,-95.414578,NA,NA,1877,0.0431,"",NA,NA,NA,"",NA,NA,329323,NA,NA,NA,NA,2016-06-27,342500,"","",NA,NA,NA
"3122",346972,346972,433851,1935,NA,2,1,0,1,NA,NA,NA,972,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",1318,"36th","E","St","","","1318 E 36th St","Houston","TX",77022,"","Residential","SingleFamily","",29.818406,-95.381654,NA,NA,4000,0.0918,"",NA,NA,NA,"",NA,NA,40997,NA,NA,NA,NA,2016-04-25,80000,"","",NA,NA,NA
"3137",347498,347498,434407,1940,NA,2,1,0,1,NA,NA,NA,1044,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",3915,"Tristan","","St","","","3915 Tristan St","Houston","TX",77021,"","Residential","SingleFamily","",29.699492,-95.358475,NA,NA,6150,0.1412,"",NA,NA,NA,"",NA,NA,51554,NA,NA,NA,NA,2016-04-14,48000,"","",NA,NA,NA
"3138",347499,347499,434408,1940,NA,3,2,0,2,NA,NA,NA,1249,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",6307,"Sherwood","","Dr","","","6307 Sherwood Dr","Houston","TX",77021,"","Residential","SingleFamily","",29.697801,-95.357216,NA,NA,5980,0.1373,"",NA,NA,NA,"",NA,NA,43236,NA,NA,NA,NA,2016-05-26,107000,"","",NA,NA,NA
"3177",349959,349959,436982,1958,NA,3,2,0,2,NA,NA,NA,1999,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",10142,"Hazelhurst","","Dr","","","10142 Hazelhurst Dr","Houston","TX",77043,"","Residential","SingleFamily","",29.797792,-95.547571,NA,NA,9121,0.2094,"",NA,NA,NA,"",NA,NA,267883,NA,NA,NA,NA,2016-05-26,350000,"","",NA,NA,NA
"3191",360871,360871,448398,1981,NA,4,2.5,1,2,NA,NA,NA,2641,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",7515,"Cart Gate","","Dr","","","7515 Cart Gate Dr","Houston","TX",77095,"","Residential","SingleFamily","",29.887273,-95.627022,NA,NA,8398,0.1928,"",NA,NA,NA,"",NA,NA,253583,NA,NA,NA,NA,2016-04-15,225000,"","",NA,NA,NA
"3224",364084,364084,451801,1962,NA,4,4.5,1,4,NA,NA,NA,3300,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",5667,"San Felipe","","St","","","5667 San Felipe St","Houston","TX",77056,"","Residential","SingleFamily","",29.74968,-95.476787,NA,NA,14440,0.3315,"",NA,NA,NA,"",NA,NA,714833,NA,NA,NA,NA,2016-06-13,550000,"","",NA,NA,NA
"3235",367375,367375,455250,1980,NA,4,2,0,2,NA,NA,NA,1822,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",16718,"Blairstone","","","","","16718 Blairstone","Houston","TX",77084,"","Residential","SingleFamily","",29.876687,-95.662857,NA,NA,6298,0.1446,"",NA,NA,NA,"",NA,NA,108075,NA,NA,NA,NA,2016-03-23,135327,"","",NA,NA,NA
"3238",367378,367378,455253,1981,NA,3,2,0,2,NA,NA,NA,1637,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",16835,"Blend Stone","","","","","16835 Blend Stone","Houston","TX",77084,"","Residential","SingleFamily","",29.873294,-95.663968,NA,NA,8041,0.1846,"",NA,NA,NA,"",NA,NA,92700,NA,NA,NA,NA,2016-07-26,140000,"","",NA,NA,NA
"3239",367379,367379,455254,1982,NA,3,2.5,1,2,NA,NA,NA,1798,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",16802,"Bouldgreen","","","","","16802 Bouldgreen","Houston","TX",77084,"","Residential","SingleFamily","",29.873479,-95.663127,NA,NA,6825,0.1567,"",NA,NA,NA,"",NA,NA,108054,NA,NA,NA,NA,2016-07-08,152000,"","",NA,NA,NA
"3240",367380,367380,455255,1993,NA,3,2,0,2,NA,NA,NA,1573,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",6603,"Bliss","","Trl","","","6603 Bliss Trl","Houston","TX",77084,"","Residential","SingleFamily","",29.872129,-95.665176,NA,NA,6130,0.1407,"",NA,NA,NA,"",NA,NA,123756,NA,NA,NA,NA,2016-02-22,137750,"","",NA,NA,NA
"3253",367393,367393,455268,1984,NA,3,2,0,2,NA,NA,NA,1602,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",17018,"Dew Drop","","Ln","","","17018 Dew Drop Ln","Houston","TX",77095,"","Residential","SingleFamily","",29.883204,-95.668045,NA,NA,11334,0.2602,"",NA,NA,NA,"",NA,NA,114810,NA,NA,NA,NA,2016-06-21,139900,"","",NA,NA,NA
"3305",380169,380169,468452,1955,NA,3,3,0,3,NA,NA,NA,1429,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",5003,"Edfield","","St","","","5003 Edfield St","Houston","TX",77033,"","Residential","SingleFamily","",29.673788,-95.350156,NA,NA,6381,0.1465,"",NA,NA,NA,"",NA,NA,52034,NA,NA,NA,NA,2016-09-28,90000,"","",NA,NA,NA
"3308",380543,380543,468833,2015,NA,4,3.5,1,3,NA,NA,NA,2843,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",238,"27th","W","St","","","238 W 27th St","Houston","TX",77008,"","Residential","SingleFamily","",29.810771,-95.401082,NA,NA,6550,0.1504,"",NA,NA,NA,"",NA,NA,283748,NA,NA,NA,NA,2016-05-02,610000,"","",NA,NA,NA
"3310",380545,380545,468835,1915,NA,3,3.5,1,3,NA,NA,NA,2652,NA,NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,NA,"","","",NA,NA,"","","","",433,"24th","W","St","","","433 W 24th St","Houston","TX",77008,"","Residential","SingleFamily","",29.808217,-95.405094,NA,NA,6551,0.1504,"",NA,NA,NA,"",NA,NA,618500,NA,NA,NA,NA,2016-04-15,829000,"","",NA,NA,NA
